config,query_idx,query,novelty,similarity,edges_1hop,ged_1hop,ig_1hop,gedig_1hop,edges_2hop,ged_2hop,ig_2hop,gedig_2hop,affected_2hop,edges_3hop,ged_3hop,ig_3hop,gedig_3hop,affected_3hop,shortcut_detected,shortcuts_count,ged_3hop_adjusted,gedig_3hop_adjusted,delta_ged_1to2,delta_ged_2to3,delta_ig_1to2,delta_ig_2to3,delta_gedig_1to2,delta_gedig_2to3,final_ged,final_ig,final_gedig,threshold,decision
1-hop Standard,0,How do genetic algorithms relate to natural selection and mathematical optimizat,0.7023525640382373,0.2976474359617627,2,0.9,0.5160586538172068,0.745182403854838,0.0,0.9,0.5160586538172068,0.745182403854838,0,0.0,0.9,0.5160586538172068,0.745182403854838,0,False,0,0.9,0.745182403854838,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5160586538172068,0.745182403854838,0.25,True
1-hop Standard,1,What does quantum mechanics tell us about the nature of computation and consciou,0.8805764976552435,0.11942350234475647,0,0.4,0.3962594239448596,0.28112217281654217,0.0,0.4,0.3962594239448596,0.28112217281654217,0,0.0,0.4,0.3962594239448596,0.28112217281654217,0,False,0,0.4,0.28112217281654217,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3962594239448596,0.28112217281654217,0.25,True
1-hop Standard,2,How do market dynamics resemble ecosystem balance and can this inform distribute,0.9346355672203042,0.06536443277969578,0,0.4,0.42058600524913686,0.27382419842525896,0.0,0.4,0.42058600524913686,0.27382419842525896,0,0.0,0.4,0.42058600524913686,0.27382419842525896,0,False,0,0.4,0.27382419842525896,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.42058600524913686,0.27382419842525896,0.25,True
1-hop Standard,3,How does human memory consolidation compare to machine learning and neural plast,0.78768032690885,0.21231967309114994,1,0.65,0.4544561471089825,0.5136631558673053,0.0,0.65,0.4544561471089825,0.5136631558673053,0,0.0,0.65,0.4544561471089825,0.5136631558673053,0,False,0,0.65,0.5136631558673053,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.4544561471089825,0.5136631558673053,0.25,True
1-hop Standard,4,Why do mathematical ratios in music create harmonic resonance in physical system,0.9139082743265363,0.08609172567346364,0,0.4,0.41125872344694137,0.2766223829659176,0.0,0.4,0.41125872344694137,0.2766223829659176,0,0.0,0.4,0.41125872344694137,0.2766223829659176,0,False,0,0.4,0.2766223829659176,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41125872344694137,0.2766223829659176,0.25,True
1-hop Standard,5,How do DNA storage mechanisms inspire digital data compression techniques?,0.8907303149009352,0.10926968509906478,0,0.4,0.4008286417054209,0.2797514074883738,0.0,0.4,0.4008286417054209,0.2797514074883738,0,0.0,0.4,0.4008286417054209,0.2797514074883738,0,False,0,0.4,0.2797514074883738,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4008286417054209,0.2797514074883738,0.25,True
1-hop Standard,6,Can thermodynamic entropy explain market inefficiencies?,0.896574391322141,0.10342560867785897,0,0.4,0.40345847609496344,0.278962457171511,0.0,0.4,0.40345847609496344,0.278962457171511,0,0.0,0.4,0.40345847609496344,0.278962457171511,0,False,0,0.4,0.278962457171511,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40345847609496344,0.278962457171511,0.25,True
1-hop Standard,7,How do fractal patterns in biological systems inform medical imaging analysis?,0.9043669550782181,0.09563304492178189,0,0.4,0.40696512978519817,0.27791046106444056,0.0,0.4,0.40696512978519817,0.27791046106444056,0,0.0,0.4,0.40696512978519817,0.27791046106444056,0,False,0,0.4,0.27791046106444056,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40696512978519817,0.27791046106444056,0.25,True
1-hop Standard,8,How can deep learning revolutionize early disease detection?,0.9202111293402296,0.07978887065977039,0,0.4,0.41409500820310335,0.27577149753906904,0.0,0.4,0.41409500820310335,0.27577149753906904,0,0.0,0.4,0.41409500820310335,0.27577149753906904,0,False,0,0.4,0.27577149753906904,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41409500820310335,0.27577149753906904,0.25,True
1-hop Standard,9,Does quantum uncertainty principle apply to human decision-making?,0.8724937074599739,0.12750629254002607,0,0.4,0.39262216835698827,0.28221334949290355,0.0,0.4,0.39262216835698827,0.28221334949290355,0,0.0,0.4,0.39262216835698827,0.28221334949290355,0,False,0,0.4,0.28221334949290355,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.39262216835698827,0.28221334949290355,0.25,True
2-hop Standard,0,How do genetic algorithms relate to natural selection and mathematical optimizat,0.7023525640382373,0.2976474359617627,2,0.9,0.5160586538172068,0.745182403854838,0.2154405382713271,0.932316080740699,0.6160586538172068,0.747498484595537,2,0.0,0.932316080740699,0.6160586538172068,0.747498484595537,0,False,0,0.932316080740699,0.747498484595537,0.03231608074069903,0.0,0.09999999999999998,0.0,0.0023160807406990003,0.0,0.932316080740699,0.6160586538172068,0.747498484595537,0.25,True
2-hop Standard,1,What does quantum mechanics tell us about the nature of computation and consciou,0.8805764976552435,0.11942350234475647,0,0.4,0.3962594239448596,0.28112217281654217,0.0,0.4,0.3962594239448596,0.28112217281654217,0,0.0,0.4,0.3962594239448596,0.28112217281654217,0,False,0,0.4,0.28112217281654217,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3962594239448596,0.28112217281654217,0.25,True
2-hop Standard,2,How do market dynamics resemble ecosystem balance and can this inform distribute,0.9346355672203042,0.06536443277969578,0,0.4,0.42058600524913686,0.27382419842525896,0.0,0.4,0.42058600524913686,0.27382419842525896,0,0.0,0.4,0.42058600524913686,0.27382419842525896,0,False,0,0.4,0.27382419842525896,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.42058600524913686,0.27382419842525896,0.25,True
2-hop Standard,3,How does human memory consolidation compare to machine learning and neural plast,0.78768032690885,0.21231967309114994,1,0.65,0.4544561471089825,0.5136631558673053,0.0,0.65,0.4544561471089825,0.5136631558673053,0,0.0,0.65,0.4544561471089825,0.5136631558673053,0,False,0,0.65,0.5136631558673053,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.4544561471089825,0.5136631558673053,0.25,True
2-hop Standard,4,Why do mathematical ratios in music create harmonic resonance in physical system,0.9139082743265363,0.08609172567346364,0,0.4,0.41125872344694137,0.2766223829659176,0.0,0.4,0.41125872344694137,0.2766223829659176,0,0.0,0.4,0.41125872344694137,0.2766223829659176,0,False,0,0.4,0.2766223829659176,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41125872344694137,0.2766223829659176,0.25,True
2-hop Standard,5,How do DNA storage mechanisms inspire digital data compression techniques?,0.8907303149009352,0.10926968509906478,0,0.4,0.4008286417054209,0.2797514074883738,0.0,0.4,0.4008286417054209,0.2797514074883738,0,0.0,0.4,0.4008286417054209,0.2797514074883738,0,False,0,0.4,0.2797514074883738,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4008286417054209,0.2797514074883738,0.25,True
2-hop Standard,6,Can thermodynamic entropy explain market inefficiencies?,0.896574391322141,0.10342560867785897,0,0.4,0.40345847609496344,0.278962457171511,0.0,0.4,0.40345847609496344,0.278962457171511,0,0.0,0.4,0.40345847609496344,0.278962457171511,0,False,0,0.4,0.278962457171511,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40345847609496344,0.278962457171511,0.25,True
2-hop Standard,7,How do fractal patterns in biological systems inform medical imaging analysis?,0.9043669550782181,0.09563304492178189,0,0.4,0.40696512978519817,0.27791046106444056,0.0,0.4,0.40696512978519817,0.27791046106444056,0,0.0,0.4,0.40696512978519817,0.27791046106444056,0,False,0,0.4,0.27791046106444056,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40696512978519817,0.27791046106444056,0.25,True
2-hop Standard,8,How can deep learning revolutionize early disease detection?,0.9202111293402296,0.07978887065977039,0,0.4,0.41409500820310335,0.27577149753906904,0.0,0.4,0.41409500820310335,0.27577149753906904,0,0.0,0.4,0.41409500820310335,0.27577149753906904,0,False,0,0.4,0.27577149753906904,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41409500820310335,0.27577149753906904,0.25,True
2-hop Standard,9,Does quantum uncertainty principle apply to human decision-making?,0.8724937074599739,0.12750629254002607,0,0.4,0.39262216835698827,0.28221334949290355,0.0,0.4,0.39262216835698827,0.28221334949290355,0,0.0,0.4,0.39262216835698827,0.28221334949290355,0,False,0,0.4,0.28221334949290355,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.39262216835698827,0.28221334949290355,0.25,True
3-hop Standard,0,How do genetic algorithms relate to natural selection and mathematical optimizat,0.7023525640382373,0.2976474359617627,2,0.9,0.5160586538172068,0.745182403854838,0.2154405382713271,0.932316080740699,0.6160586538172068,0.747498484595537,2,0.0,0.932316080740699,0.6160586538172068,0.747498484595537,0,True,4,0.8323160807406991,0.647498484595537,0.03231608074069903,0.0,0.09999999999999998,0.0,0.0023160807406990003,0.0,0.8323160807406991,0.6160586538172068,0.647498484595537,0.25,True
3-hop Standard,1,What does quantum mechanics tell us about the nature of computation and consciou,0.8805764976552435,0.11942350234475647,0,0.4,0.3962594239448596,0.28112217281654217,0.0,0.4,0.3962594239448596,0.28112217281654217,0,0.0,0.4,0.3962594239448596,0.28112217281654217,0,False,0,0.4,0.28112217281654217,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3962594239448596,0.28112217281654217,0.25,True
3-hop Standard,2,How do market dynamics resemble ecosystem balance and can this inform distribute,0.9346355672203042,0.06536443277969578,0,0.4,0.42058600524913686,0.27382419842525896,0.0,0.4,0.42058600524913686,0.27382419842525896,0,0.0,0.4,0.42058600524913686,0.27382419842525896,0,False,0,0.4,0.27382419842525896,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.42058600524913686,0.27382419842525896,0.25,True
3-hop Standard,3,How does human memory consolidation compare to machine learning and neural plast,0.78768032690885,0.21231967309114994,1,0.65,0.4544561471089825,0.5136631558673053,0.0,0.65,0.4544561471089825,0.5136631558673053,0,0.0,0.65,0.4544561471089825,0.5136631558673053,0,False,0,0.65,0.5136631558673053,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.4544561471089825,0.5136631558673053,0.25,True
3-hop Standard,4,Why do mathematical ratios in music create harmonic resonance in physical system,0.9139082743265363,0.08609172567346364,0,0.4,0.41125872344694137,0.2766223829659176,0.0,0.4,0.41125872344694137,0.2766223829659176,0,0.0,0.4,0.41125872344694137,0.2766223829659176,0,False,0,0.4,0.2766223829659176,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41125872344694137,0.2766223829659176,0.25,True
3-hop Standard,5,How do DNA storage mechanisms inspire digital data compression techniques?,0.8907303149009352,0.10926968509906478,0,0.4,0.4008286417054209,0.2797514074883738,0.0,0.4,0.4008286417054209,0.2797514074883738,0,0.0,0.4,0.4008286417054209,0.2797514074883738,0,False,0,0.4,0.2797514074883738,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4008286417054209,0.2797514074883738,0.25,True
3-hop Standard,6,Can thermodynamic entropy explain market inefficiencies?,0.896574391322141,0.10342560867785897,0,0.4,0.40345847609496344,0.278962457171511,0.0,0.4,0.40345847609496344,0.278962457171511,0,0.0,0.4,0.40345847609496344,0.278962457171511,0,False,0,0.4,0.278962457171511,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40345847609496344,0.278962457171511,0.25,True
3-hop Standard,7,How do fractal patterns in biological systems inform medical imaging analysis?,0.9043669550782181,0.09563304492178189,0,0.4,0.40696512978519817,0.27791046106444056,0.0,0.4,0.40696512978519817,0.27791046106444056,0,0.0,0.4,0.40696512978519817,0.27791046106444056,0,False,0,0.4,0.27791046106444056,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.40696512978519817,0.27791046106444056,0.25,True
3-hop Standard,8,How can deep learning revolutionize early disease detection?,0.9202111293402296,0.07978887065977039,0,0.4,0.41409500820310335,0.27577149753906904,0.0,0.4,0.41409500820310335,0.27577149753906904,0,0.0,0.4,0.41409500820310335,0.27577149753906904,0,False,0,0.4,0.27577149753906904,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41409500820310335,0.27577149753906904,0.25,True
3-hop Standard,9,Does quantum uncertainty principle apply to human decision-making?,0.8724937074599739,0.12750629254002607,0,0.4,0.39262216835698827,0.28221334949290355,0.0,0.4,0.39262216835698827,0.28221334949290355,0,0.0,0.4,0.39262216835698827,0.28221334949290355,0,False,0,0.4,0.28221334949290355,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.39262216835698827,0.28221334949290355,0.25,True
3-hop Relaxed,0,How do genetic algorithms relate to natural selection and mathematical optimizat,0.7023525640382373,0.2976474359617627,5,1.65,0.8160586538172068,1.405182403854838,0.2154405382713271,1.682316080740699,0.9160586538172069,1.407498484595537,2,0.0635319512002864,1.6873986368367218,0.9360586538172069,1.4065810406915598,1,True,4,1.5873986368367217,1.3065810406915597,0.03231608074069903,0.005082556096022817,0.10000000000000009,0.020000000000000018,0.0023160807406990003,-0.0009174439039771887,1.5873986368367217,0.9360586538172069,1.3065810406915597,0.2,True
3-hop Relaxed,1,What does quantum mechanics tell us about the nature of computation and consciou,0.8805764976552435,0.11942350234475647,4,1.4,0.7962594239448596,1.161122172816542,0.0,1.4,0.7962594239448596,1.161122172816542,0,0.0,1.4,0.7962594239448596,1.161122172816542,0,False,0,1.4,1.161122172816542,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7962594239448596,1.161122172816542,0.2,True
3-hop Relaxed,2,How do market dynamics resemble ecosystem balance and can this inform distribute,0.9346355672203042,0.06536443277969578,2,0.9,0.6205860052491369,0.7138241984252589,0.0,0.9,0.6205860052491369,0.7138241984252589,0,0.0,0.9,0.6205860052491369,0.7138241984252589,0,False,0,0.9,0.7138241984252589,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6205860052491369,0.7138241984252589,0.2,True
3-hop Relaxed,3,How does human memory consolidation compare to machine learning and neural plast,0.78768032690885,0.21231967309114994,5,1.65,0.8544561471089825,1.3936631558673052,0.0,1.65,0.8544561471089825,1.3936631558673052,0,0.0,1.65,0.8544561471089825,1.3936631558673052,0,False,0,1.65,1.3936631558673052,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.8544561471089825,1.3936631558673052,0.2,True
3-hop Relaxed,4,Why do mathematical ratios in music create harmonic resonance in physical system,0.9139082743265363,0.08609172567346364,5,1.65,0.9112587234469414,1.3766223829659174,0.0,1.65,0.9112587234469414,1.3766223829659174,0,0.0,1.65,0.9112587234469414,1.3766223829659174,0,False,0,1.65,1.3766223829659174,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.9112587234469414,1.3766223829659174,0.2,True
3-hop Relaxed,5,How do DNA storage mechanisms inspire digital data compression techniques?,0.8907303149009352,0.10926968509906478,5,1.65,0.9008286417054209,1.3797514074883737,0.0,1.65,0.9008286417054209,1.3797514074883737,0,0.0,1.65,0.9008286417054209,1.3797514074883737,0,False,0,1.65,1.3797514074883737,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.9008286417054209,1.3797514074883737,0.2,True
3-hop Relaxed,6,Can thermodynamic entropy explain market inefficiencies?,0.896574391322141,0.10342560867785897,4,1.4,0.8034584760949635,1.158962457171511,0.0,1.4,0.8034584760949635,1.158962457171511,0,0.0,1.4,0.8034584760949635,1.158962457171511,0,False,0,1.4,1.158962457171511,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8034584760949635,1.158962457171511,0.2,True
3-hop Relaxed,7,How do fractal patterns in biological systems inform medical imaging analysis?,0.9043669550782181,0.09563304492178189,3,1.15,0.7069651297851982,0.9379104610644404,0.0,1.15,0.7069651297851982,0.9379104610644404,0,0.0,1.15,0.7069651297851982,0.9379104610644404,0,False,0,1.15,0.9379104610644404,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.7069651297851982,0.9379104610644404,0.2,True
3-hop Relaxed,8,How can deep learning revolutionize early disease detection?,0.9202111293402296,0.07978887065977039,5,1.65,0.9140950082031034,1.375771497539069,0.0,1.65,0.9140950082031034,1.375771497539069,0,0.0,1.65,0.9140950082031034,1.375771497539069,0,False,0,1.65,1.375771497539069,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.9140950082031034,1.375771497539069,0.2,True
3-hop Relaxed,9,Does quantum uncertainty principle apply to human decision-making?,0.8724937074599739,0.12750629254002607,4,1.4,0.7926221683569883,1.1622133494929034,0.0,1.4,0.7926221683569883,1.1622133494929034,0,0.0,1.4,0.7926221683569883,1.1622133494929034,0,False,0,1.4,1.1622133494929034,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7926221683569883,1.1622133494929034,0.2,True
